fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,Wine Region,Wine Color
6.5,0.08,0.33,1.9,0.028,23.0,93.0,0.991,3.34,0.7,12,7,Transmontano,Red
7.0,0.2,0.3,6.1,0.037,31.0,120.0,0.9939,3.24,0.51,10.8,5,Setubal,White
8.3,0.26,0.41,9.2,0.042,41.0,162.0,0.9944,3.1,0.38,12,7,Alentejo,Rose
6.8,0.21,0.36,18.1,0.046,32.0,133.0,1.0,3.27,0.48,8.8,5,Alentejo,Rose
6.8,0.28,0.35,2.3,0.042,16.0,85.0,0.9906,3.19,0.56,12.4,6,Alentejo,White
5.9,0.27,0.32,2.0,0.034,31.0,102.0,0.98952,3.16,0.56,12.3,6,Beira Atlantico,White
6.8,0.45,0.36,5.0,0.033,28.0,156.0,0.991,3.11,0.4,12.4,7,Beira Atlantico,Red
7.7,0.26,0.34,6.4,0.05,36.0,163.0,0.9937,3.19,0.7,11.5,6,Dao,Rose
7.0,0.22,0.26,1.1,0.037,20.0,71.0,0.9902,3.1,0.38,11.7,6,Beira Interior,Rose
6.3,0.32,0.26,12.0,0.049,63.0,170.0,0.9961,3.14,0.55,9.9,6,Alentejo,Rose
5.7,0.37,0.3,1.1,0.029,24.0,88.0,0.98883,3.18,0.39,11.7,6,Beira Atlantico,Rose
7.3,0.32,0.25,7.2,0.056,47.0,180.0,0.9961,3.08,0.47,8.8,5,Transmontano,White
8.3,0.14,0.36,8.8,0.026,13.0,60.0,0.9956,3.13,0.35,11.05,5,Lisboa,Rose
7.3,0.25,0.36,2.1,0.034,30.0,177.0,0.99085,3.25,0.4,11.9,8,Tejo,White
7.7,0.46,0.18,3.3,0.054,18.0,143.0,0.99392,3.12,0.51,10.8,6,Minho,Rose
6.4,0.41,0.01,6.1,0.048,20.0,70.0,0.99362,3.19,0.42,10,5,Lisboa,White
6.0,0.17,0.21,6.0,0.05,26.0,134.0,0.9939,3.08,0.54,9.8,6,Setubal,Rose
7.1,0.36,0.4,1.95,0.033,26.0,118.0,0.98934,3.2,0.45,13.5,7,Beira Atlantico,Rose
6.4,0.35,0.28,12.6,0.039,19.0,124.0,0.99539,3.2,0.43,10.6,6,Lisboa,White
7.0,0.3,0.49,4.7,0.036,17.0,105.0,0.9916,3.26,0.68,12.4,7,Tejo,White
7.4,0.35,0.31,17.95,0.062,42.0,187.0,10.002,3.27,0.64,9.1,5,Dao,White
6.2,0.26,0.37,7.1,0.047,54.0,201.0,0.99523,3.19,0.48,9.5,6,Lisboa,Rose
6.8,0.24,0.4,1.8,0.047,34.0,105.0,0.99,3.13,0.49,12.8,8,Beira Atlantico,White
6.6,0.28,0.42,8.2,0.044,60.0,196.0,0.99562,3.14,0.48,9.4,5,Alentejo,White
7.0,0.24,0.3,4.2,0.04,41.0,213.0,0.9927,3.28,0.49,11.8,6,Alentejo,Red
6.2,0.27,0.43,7.8,0.056,48.0,244.0,0.9956,3.1,0.51,9,6,Tejo,Red
7.6,0.2,0.36,1.9,0.043,24.0,111.0,0.99237,3.29,0.54,11.3,6,Beira Atlantico,Rose
6.8,0.32,0.34,6.0,0.05,5.0,129.0,0.9953,3.19,0.4,9.1,5,Algarve,Red
6.6,0.285,0.49,11.4,0.035,57.0,137.0,0.99732,3.08,0.54,8.9,6,Algarve,Rose
6.6,0.24,0.22,12.3,0.051,35.0,146.0,0.99676,3.1,0.67,9.4,5,Transmontano,Red
7.2,0.27,0.42,1.6,0.05,35.0,135.0,0.992,2.94,0.46,11,6,Beira Atlantico,Red
6.0,0.28,0.49,6.8,0.048,61.0,222.0,0.9953,3.19,0.47,9.3,5,Tejo,Red
5.2,0.34,0.37,6.2,0.031,42.0,133.0,0.99076,3.25,0.41,12.5,6,Transmontano,Red
6.3,0.48,0.04,1.1,0.046,30.0,99.0,0.9928,3.24,0.36,9.6,6,Terras De Cister,Red
7.1,0.18,0.42,1.4,0.045,47.0,157.0,0.9916,2.95,0.31,10.5,6,Dao,White
7.6,0.19,0.41,1.1,0.04,38.0,143.0,0.9907,2.92,0.42,11.4,5,Beira Atlantico,Red
6.3,0.2,0.37,11.8,0.045,58.0,130.0,0.99519,3.2,0.35,10.8,5,Dao,White
6.2,0.2,0.25,15.0,0.055,8.0,120.0,0.99767,3.19,0.53,9.6,6,Lisboa,White
6.2,0.28,0.43,13.0,0.039,64.0,233.0,0.99745,3.08,0.38,8.9,5,Setubal,Rose
6.4,0.28,0.29,1.6,0.052,34.0,127.0,0.9929,3.48,0.56,10.5,7,Tejo,Red
7.4,0.19,0.42,6.4,0.067,39.0,212.0,0.9958,3.3,0.33,9.6,6,Madeira,Rose
5.7,0.14,0.3,5.4,0.045,26.0,105.0,0.99469,3.32,0.45,9.3,5,Alentejo,Rose
7.9,0.18,0.49,5.2,0.051,36.0,157.0,0.9953,3.18,0.48,10.6,6,Madeira,Rose
6.7,0.27,0.3,13.9,0.029,34.0,131.0,0.9953,3.36,0.5,12,7,Algarve,Red
7.4,0.31,0.28,1.6,0.05,33.0,137.0,0.9929,3.31,0.56,10.5,6,Beira Interior,Red
5.9,0.24,0.28,1.3,0.032,36.0,95.0,0.98889,3.08,0.64,12.9,7,Douro Valley,Rose
8.2,0.21,0.48,1.4,0.041,11.0,99.0,0.9958,3.17,0.57,9.9,5,Douro Valley,Red
7.5,0.29,0.26,14.95,0.067,47.0,178.0,0.99838,3.04,0.49,9.2,4,Algarve,Red
7.2,0.23,0.39,2.3,0.033,29.0,102.0,0.9908,3.26,0.54,12.3,7,Dao,White
8.3,0.16,0.37,7.9,0.025,38.0,107.0,0.99306,2.93,0.37,11.9,6,Beira Atlantico,Rose
6.4,0.25,0.3,5.5,0.038,15.0,129.0,0.9948,3.14,0.49,9.6,6,Terras De Cister,Rose
6.3,0.29,0.14,7.05,0.045,50.0,177.0,0.99564,3.23,0.42,9,5,Minho,Red
8.7,0.23,0.32,13.4,0.044,35.0,169.0,0.99975,3.12,0.47,8.8,7,Dao,Rose
6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.99784,3.0,0.6,9.5,6,Dao,Red
6.3,0.28,0.22,9.5,0.04,30.0,111.0,0.99338,3.05,0.31,10.8,4,Beira Interior,Rose
4.4,0.32,0.39,4.3,0.03,31.0,127.0,0.98904,3.46,0.36,12.8,8,Beira Interior,Red
6.6,0.36,0.24,0.9,0.038,15.0,72.0,0.99066,3.23,0.39,11,5,Terras De Cister,Rose
7.8,0.29,0.29,3.15,0.044,41.0,117.0,0.99153,3.24,0.35,11.5,5,Minho,Red
6.8,0.22,0.31,6.9,0.037,33.0,121.0,0.99176,3.02,0.39,11.9,8,Beira Atlantico,Red
5.7,0.22,0.29,3.5,0.04,27.0,146.0,0.98999,3.17,0.36,12.1,6,Transmontano,Red
6.6,0.25,0.36,8.1,0.045,54.0,180.0,0.9958,3.08,0.42,9.2,5,Tejo,Rose
6.1,0.35,0.24,2.3,0.034,25.0,133.0,0.9906,3.34,0.59,12,7,Alentejo,Red
6.15,0.21,0.37,3.2,0.021,20.0,80.0,0.99076,3.39,0.47,12,5,Dao,Rose
6.6,0.28,0.3,7.8,0.049,57.0,202.0,0.9958,3.24,0.39,9.5,5,Beira Interior,Red
6.5,0.22,0.27,1.6,0.039,36.0,116.0,0.99178,3.38,0.57,11,7,Tejo,Red
7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8,5,Setubal,Red
7.2,0.33,0.22,4.5,0.031,10.0,73.0,0.99076,2.97,0.52,12.2,7,Madeira,White
7.7,0.39,0.28,4.9,0.035,36.0,109.0,0.9918,3.19,0.58,12.2,7,Setubal,White
7.5,0.31,0.24,7.1,0.031,28.0,141.0,0.99397,3.16,0.38,10.6,7,Dao,White
6.4,0.32,0.31,1.9,0.037,34.0,126.0,0.99,3.06,0.45,11.8,6,Minho,White
8.2,0.24,0.3,2.3,0.05,23.0,106.0,0.99397,2.98,0.5,10,5,Setubal,Red
6.2,0.37,0.24,6.1,0.032,19.0,86.0,0.98934,3.04,0.26,13.4,8,Transmontano,Red
6.6,0.25,0.34,3.0,0.054,22.0,141.0,0.99338,3.26,0.47,10.4,6,Terras De Cister,Rose
6.2,0.18,0.3,1.0,0.031,23.0,73.0,0.99032,3.23,0.52,11.3,6,Dao,White
7.2,0.21,0.37,1.6,0.049,23.0,94.0,0.9924,3.16,0.48,10.9,7,Beira Atlantico,Red
7.4,0.37,0.35,5.7,0.061,12.0,94.0,0.9965,3.48,0.69,10.7,6,Tejo,Red
5.5,0.17,0.23,2.9,0.039,10.0,108.0,0.99243,3.28,0.5,10,5,Dao,Red
5.1,0.35,0.26,6.8,0.034,36.0,120.0,0.99188,3.38,0.4,11.5,6,Terras De Cister,Red
7.4,0.25,0.28,7.25,0.028,14.0,78.0,0.99238,2.94,0.37,11.5,7,Dao,White
6.0,0.29,0.2,12.6,0.045,45.0,187.0,0.9972,3.33,0.42,9.5,5,Terras De Cister,Red
5.1,0.42,0.01,1.5,0.017,25.0,102.0,0.9894,3.38,0.36,12.3,7,Beira Interior,Rose
7.3,0.25,0.26,7.2,0.048,52.0,207.0,0.99587,3.12,0.37,9.2,5,Tejo,Red
6.3,0.27,0.18,7.7,0.048,45.0,186.0,0.9962,3.23,0.47,9,5,Tejo,Rose
6.5,0.23,0.36,16.3,0.038,43.0,133.0,0.99924,3.26,0.41,8.8,5,Minho,Red
5.8,0.315,0.19,19.4,0.031,28.0,106.0,0.99704,2.97,0.4,10.55,6,Transmontano,Rose
6.9,0.15,0.28,4.4,0.029,14.0,107.0,0.99347,3.24,0.46,10.4,8,Algarve,White
6.9,0.23,0.38,8.3,0.047,47.0,162.0,0.9954,3.34,0.52,10.5,7,Dao,Red
7.7,0.3,0.26,18.95,0.053,36.0,174.0,0.99976,3.2,0.5,10.4,5,Beira Interior,White
6.7,0.33,0.34,6.6,0.067,35.0,156.0,0.99542,3.11,0.48,9.3,6,Lisboa,White
6.6,0.14,0.44,1.6,0.042,47.0,140.0,0.993,3.32,0.51,10.2,6,Madeira,Red
5.6,0.32,0.33,7.4,0.037,25.0,95.0,0.99268,3.25,0.49,11.1,6,Dao,Red
7.6,0.21,0.44,1.9,0.036,10.0,119.0,0.9913,3.01,0.7,12.8,6,Minho,Red
6.5,0.3,0.32,2.0,0.044,34.0,90.0,0.99185,3.37,0.68,11,7,Alentejo,Red
7.7,0.35,0.49,8.65,0.033,42.0,186.0,0.9931,3.14,0.38,12.4,8,Transmontano,Red
6.0,0.26,0.42,5.2,0.027,70.0,178.0,0.9914,3.4,0.4,12.3,8,Douro Valley,White
5.8,0.3,0.42,1.1,0.036,19.0,113.0,0.98871,3.1,0.46,12.6,7,Beira Atlantico,Red
5.9,0.29,0.25,12.0,0.057,48.0,224.0,0.9981,3.23,0.41,9,6,Tejo,Red
6.8,0.36,0.32,1.6,0.039,10.0,124.0,0.9948,3.3,0.67,9.6,5,Alentejo,Rose
5.6,0.255,0.57,10.7,0.056,66.0,171.0,0.99464,3.25,0.61,10.4,7,Alentejo,Red
6.4,0.26,0.25,10.7,0.046,66.0,179.0,0.99606,3.17,0.55,9.9,6,Algarve,Red
7.9,0.28,0.49,7.7,0.045,48.0,195.0,0.9954,3.04,0.55,11,6,Alentejo,White
8.0,0.22,0.42,14.6,0.044,45.0,163.0,10.003,3.21,0.69,8.6,7,Douro Valley,White
5.5,0.16,0.31,1.2,0.026,31.0,68.0,0.9898,3.33,0.44,1.163.333.333,6,Alentejo,Red
6.2,0.2,0.28,1.1,0.039,24.0,78.0,0.9899,3.36,0.47,12.1,6,Transmontano,Red
7.2,0.14,0.35,1.2,0.036,15.0,73.0,0.9938,3.46,0.39,9.9,5,Madeira,Red
8.1,0.22,0.28,7.7,0.043,57.0,176.0,0.9954,3.12,0.55,10,5,Douro Valley,Red
6.7,0.24,0.29,6.8,0.038,54.0,127.0,0.9932,3.33,0.46,11.6,7,Madeira,White
8.4,0.3,0.25,17.75,0.047,25.0,218.0,100.016,2.98,0.66,9.1,5,Terras De Cister,White
7.0,0.23,0.26,7.2,0.041,21.0,90.0,0.99509,3.22,0.55,9.5,6,Terras De Cister,Rose
7.3,0.29,0.37,8.3,0.044,45.0,227.0,0.9966,3.12,0.47,9,5,Beira Atlantico,Red
6.6,0.31,0.37,6.2,0.052,13.0,164.0,0.99602,3.24,0.39,8.8,4,Algarve,Red
7.2,0.36,0.36,5.7,0.038,26.0,98.0,0.9914,2.93,0.59,12.5,7,Alentejo,Rose
7.6,0.35,0.46,14.7,0.047,33.0,151.0,0.99709,3.03,0.53,10.3,5,Terras De Cister,Rose
5.6,0.18,0.27,1.7,0.03,31.0,103.0,0.98892,3.35,0.37,12.9,6,Algarve,Red
6.3,0.27,0.23,2.9,0.047,13.0,100.0,0.9936,3.28,0.43,9.8,5,Algarve,White
6.5,0.36,0.16,1.3,0.054,11.0,107.0,0.99398,3.19,0.39,8.5,5,Beira Atlantico,Rose
7.1,0.45,0.24,2.7,0.04,24.0,87.0,0.98862,2.94,0.38,13.4,8,Madeira,White
6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.99754,3.08,0.49,9.4,5,Setubal,White
6.7,0.13,0.57,6.6,0.056,60.0,150.0,0.99548,2.96,0.43,9.4,6,Transmontano,Red
6.3,0.26,0.49,1.5,0.052,34.0,134.0,0.9924,2.99,0.61,9.8,6,Beira Interior,Red
7.3,0.24,0.3,2.5,0.042,31.0,104.0,0.9911,3.05,0.56,11.3,7,Madeira,Rose
6.2,0.22,0.2,20.8,0.035,58.0,184.0,100.022,3.11,0.53,9,6,Terras De Cister,Red
6.2,0.16,0.32,1.1,0.036,74.0,184.0,0.99096,3.22,0.41,11,6,Madeira,Red
6.6,0.27,0.52,8.1,0.044,53.0,202.0,0.99548,3.18,0.48,9.5,5,Madeira,Rose
5.9,0.4,0.32,6.0,0.034,50.0,127.0,0.992,3.51,0.58,12.5,7,Terras De Cister,Red
5.9,0.13,0.28,1.9,0.05,20.0,78.0,0.9918,3.43,0.64,10.8,6,Madeira,White
7.0,0.48,0.12,4.5,0.05,23.0,86.0,0.99398,2.86,0.35,9,5,Lisboa,White
7.2,0.24,0.36,2.0,0.029,21.0,63.0,0.99076,3.13,0.63,12.5,6,Lisboa,Rose
7.0,0.22,0.26,2.8,0.036,44.0,132.0,0.99078,3.34,0.41,12,7,Terras De Cister,Rose
7.5,0.23,0.32,9.2,0.038,54.0,191.0,0.9966,3.04,0.56,9.7,6,Minho,Red
6.5,0.28,0.28,8.5,0.047,54.0,210.0,0.9962,3.09,0.54,8.9,4,Dao,Rose
5.8,0.29,0.38,10.7,0.038,49.0,136.0,0.99366,3.11,0.59,11.2,6,Minho,Rose
8.2,0.36,0.29,7.6,0.035,37.0,122.0,0.9939,3.16,0.34,12,5,Beira Interior,Red
6.0,0.16,0.36,1.6,0.042,13.0,61.0,0.99143,3.22,0.54,10.8,6,Douro Valley,White
7.3,0.19,0.27,1.6,0.027,35.0,136.0,0.99248,3.38,0.54,11,7,Minho,Red
7.2,0.24,0.24,1.7,0.045,18.0,161.0,0.99196,3.25,0.53,11.2,6,Algarve,Rose
5.0,0.33,0.16,1.5,0.049,10.0,97.0,0.9917,3.48,0.44,10.7,6,Transmontano,Rose
6.3,0.25,0.27,6.6,0.054,40.0,158.0,0.99378,3.2,0.48,10.3,5,Douro Valley,Rose
8.0,0.22,0.42,14.6,0.044,45.0,163.0,10.003,3.21,0.69,8.6,7,Minho,Rose
7.6,0.29,0.29,4.4,0.051,26.0,146.0,0.9939,3.16,0.39,10.2,5,Transmontano,Red
6.4,0.28,0.22,12.8,0.039,51.0,150.0,0.99535,3.23,0.43,10.7,6,Transmontano,White
7.4,0.24,0.22,10.7,0.042,26.0,81.0,0.9954,2.86,0.36,9.7,6,Setubal,White
7.1,0.21,0.31,3.8,0.021,40.0,142.0,0.99215,3.17,0.39,10.8,7,Transmontano,Rose
7.4,0.25,0.37,2.6,0.05,24.0,132.0,0.99138,3.04,0.53,11.2,6,Dao,Rose
8.0,0.4,0.33,7.7,0.034,27.0,98.0,0.9935,3.18,0.41,12.2,7,Douro Valley,White
7.9,0.41,0.37,4.5,0.03,40.0,114.0,0.992,3.17,0.54,12.4,7,Algarve,Rose
7.6,0.17,0.46,0.9,0.036,63.0,147.0,0.99126,3.02,0.41,10.7,6,Douro Valley,White
7.1,0.34,0.49,1.5,0.027,26.0,126.0,0.99,3.3,0.33,12.2,7,Douro Valley,Rose
7.5,0.35,0.48,12.4,0.056,61.0,176.5,0.99803,2.97,0.52,8.8,5,Terras De Cister,Red
6.8,0.19,0.32,7.05,0.019,54.0,188.0,0.9935,3.25,0.37,11.1,8,Transmontano,Rose
7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,6,Beira Interior,White
7.1,0.3,0.46,1.5,0.066,29.0,133.0,0.9906,3.12,0.54,12.7,6,Beira Interior,White
6.3,0.18,0.22,1.5,0.043,45.0,155.0,0.99238,3.19,0.48,10.2,5,Madeira,Red
8.3,0.22,0.38,14.8,0.054,32.0,126.0,10.002,3.22,0.5,9.7,5,Beira Interior,Rose
7.5,0.42,0.2,1.4,0.06,15.0,168.0,0.9944,3.06,0.4,9.4,6,Minho,White
6.2,0.21,0.38,6.8,0.036,64.0,245.0,0.9951,3.06,0.36,9.3,6,Terras De Cister,Rose
7.9,0.17,0.32,1.6,0.053,47.0,150.0,0.9948,3.29,0.76,9.6,6,Douro Valley,Red
6.7,0.37,0.25,2.5,0.028,24.0,84.0,0.9909,3.14,0.36,11.7,6,Setubal,Red
7.1,0.39,0.35,12.5,0.044,26.0,72.0,0.9941,3.17,0.29,11.6,5,Lisboa,Rose
7.4,0.2,0.37,16.95,0.048,43.0,190.0,0.9995,3.03,0.42,9.2,6,Beira Interior,Red
6.4,0.27,0.45,8.3,0.05,52.0,196.0,0.9955,3.18,0.48,9.5,5,Algarve,Rose
5.5,0.21,0.25,1.2,0.04,18.0,75.0,0.99006,3.31,0.56,11.3,6,Terras De Cister,Red
5.3,0.43,0.11,1.1,0.029,6.0,51.0,0.99076,3.51,0.48,11.2,4,Douro Valley,Rose
6.5,0.28,0.27,5.2,0.04,44.0,179.0,0.9948,3.19,0.69,9.4,6,Tejo,Red
5.9,0.23,0.24,1.6,0.037,32.0,115.0,0.99076,3.21,0.51,11.4,6,Terras De Cister,White
5.6,0.295,0.2,2.2,0.049,18.0,134.0,0.99378,3.21,0.68,10,5,Lisboa,Rose
5.8,0.32,0.31,2.7,0.049,25.0,153.0,0.99067,3.44,0.73,12.2,7,Setubal,Red
6.8,0.23,0.3,1.7,0.043,19.0,95.0,0.99207,3.17,0.46,10.7,7,Terras De Cister,White
7.7,0.34,0.28,11.0,0.04,31.0,117.0,0.99815,3.27,0.29,9.2,6,Beira Atlantico,Red
7.7,0.28,0.24,2.4,0.044,29.0,157.0,0.99312,3.27,0.56,10.6,6,Tejo,White
5.7,0.16,0.26,6.3,0.043,28.0,113.0,0.9936,3.06,0.58,9.9,6,Algarve,White
6.4,0.17,0.32,2.4,0.048,41.0,200.0,0.9938,3.5,0.5,9.7,6,Transmontano,Red
6.0,0.27,0.31,5.0,0.043,54.0,170.0,0.9924,3.28,0.52,11,6,Alentejo,Red
7.9,0.18,0.37,1.2,0.04,16.0,75.0,0.992,3.18,0.63,10.8,5,Transmontano,Rose
7.6,0.23,0.34,1.6,0.043,24.0,129.0,0.99305,3.12,0.7,10.4,5,Beira Interior,Rose
8.2,0.24,0.49,9.3,0.038,52.0,163.0,0.9952,3.02,0.33,10.6,6,Douro Valley,Rose
7.4,0.39,0.23,7.0,0.033,29.0,126.0,0.994,3.14,0.42,10.5,5,Alentejo,Red
6.1,0.28,0.35,12.8,0.048,63.0,229.0,0.9975,3.08,0.4,8.9,5,Beira Atlantico,Red
5.7,0.24,0.47,6.3,0.069,35.0,182.0,0.99391,3.11,0.46,9.733.333.333,5,Terras De Cister,Rose
5.8,0.15,0.32,1.2,0.037,14.0,119.0,0.99137,3.19,0.5,10.2,6,Terras De Cister,Rose
6.9,0.24,0.33,4.8,0.04,16.0,131.0,0.9936,3.26,0.64,10.7,6,Setubal,Red
6.5,0.18,0.33,1.4,0.029,35.0,138.0,0.99114,3.36,0.6,11.5,7,Alentejo,Red
7.0,0.14,0.49,5.9,0.053,22.0,118.0,0.9954,3.36,0.36,9.4,6,Lisboa,Red
6.0,0.27,0.19,1.7,0.02,24.0,110.0,0.9898,3.32,0.47,12.6,7,Beira Atlantico,White
7.0,0.22,0.28,10.6,0.039,32.0,117.0,0.99355,3.05,0.55,11.5,7,Setubal,Rose
6.3,0.17,0.32,4.2,0.04,37.0,117.0,0.99182,3.24,0.43,11.3,6,Lisboa,White
7.0,0.36,0.32,10.05,0.045,37.0,131.0,0.99352,3.09,0.33,11.7,8,Alentejo,Red
8.0,0.2,0.44,1.0,0.057,24.0,111.0,0.99158,3.09,0.32,11.2,6,Dao,Rose
5.8,0.27,0.2,7.3,0.04,42.0,145.0,0.99442,3.15,0.48,9.8,5,Tejo,Red
6.2,0.37,0.22,8.3,0.025,36.0,216.0,0.9964,3.33,0.6,9.6,6,Dao,Red
6.9,0.26,0.27,4.2,0.031,20.0,80.0,0.99089,3.12,0.39,11.5,6,Dao,Red
6.4,0.26,0.49,6.4,0.037,37.0,161.0,0.9954,3.38,0.53,9.7,6,Minho,Rose
6.3,0.19,0.29,2.0,0.022,33.0,96.0,0.98902,3.04,0.54,12.8,7,Lisboa,Red
7.7,0.11,0.34,14.05,0.04,41.0,114.0,0.99634,3.07,0.59,11,7,Beira Interior,Rose
6.5,0.18,0.41,14.2,0.039,47.0,129.0,0.99678,3.28,0.72,10.3,7,Setubal,White
7.4,0.22,0.27,1.6,0.057,45.0,98.0,0.99299,3.29,0.44,9.9,7,Minho,Red
6.6,0.45,0.43,7.2,0.064,31.0,186.0,0.9954,3.12,0.44,9.4,5,Terras De Cister,Rose
6.5,0.32,0.34,5.7,0.044,27.0,91.0,0.99184,3.28,0.6,12,7,Minho,White
7.0,0.11,0.32,4.6,0.057,59.0,144.0,0.9956,3.55,0.44,9.4,7,Setubal,White
7.1,0.2,0.27,9.6,0.037,19.0,105.0,0.99444,3.04,0.37,10.5,7,Terras De Cister,Rose
6.0,0.28,0.52,6.2,0.028,37.0,104.0,0.99161,3.28,0.51,11.8,7,Douro Valley,White
7.6,0.15,0.35,4.3,0.051,23.0,98.0,0.99422,3.1,0.44,9.5,6,Setubal,White
7.1,0.44,0.37,2.7,0.041,35.0,128.0,0.9896,3.07,0.43,13.5,7,Beira Atlantico,Rose
6.8,0.21,0.27,18.15,0.042,41.0,146.0,10.001,3.3,0.36,8.7,5,Tejo,Red
7.4,0.26,0.29,3.7,0.048,14.0,73.0,0.9915,3.06,0.45,11.4,6,Transmontano,Rose
6.9,0.23,0.4,7.5,0.04,50.0,151.0,0.9927,3.11,0.27,11.4,6,Transmontano,Rose
7.0,0.16,0.25,14.3,0.044,27.0,149.0,0.998,2.91,0.46,9.2,6,Madeira,White
8.0,0.24,0.33,1.2,0.044,28.0,101.0,0.99035,3.03,0.43,12.5,6,Setubal,Red
7.2,0.2,0.38,1.0,0.037,21.0,74.0,0.9918,3.21,0.37,11,5,Minho,Red
8.8,0.34,0.33,9.7,0.036,46.0,172.0,0.9966,3.08,0.4,10.2,5,Tejo,Red
6.4,0.26,0.3,2.2,0.025,33.0,134.0,0.992,3.21,0.47,10.6,6,Beira Interior,Rose
7.1,0.2,0.36,11.6,0.042,45.0,124.0,0.997,2.92,0.59,9.5,7,Terras De Cister,White
6.0,0.32,0.3,1.9,0.033,41.0,142.0,0.98912,3.29,0.42,12.8,7,Transmontano,Rose
6.9,0.29,0.4,19.45,0.043,36.0,156.0,0.9996,2.93,0.47,8.9,5,Beira Atlantico,Red
6.9,0.44,0.27,5.0,0.038,33.0,166.0,0.99124,3.2,0.42,12.2,6,Madeira,Red
6.4,0.28,0.43,7.1,0.045,60.0,221.0,0.9952,3.09,0.45,9.4,6,Setubal,Red
6.6,0.22,0.28,12.05,0.058,25.0,125.0,0.99856,3.45,0.45,9.4,5,Dao,White
5.4,0.265,0.28,7.8,0.052,27.0,91.0,0.99432,3.19,0.38,10.4,6,Setubal,Red
6.8,0.26,0.24,1.9,0.043,70.0,154.0,0.99273,3.18,0.52,10.5,5,Terras De Cister,Red
8.2,0.26,0.33,2.6,0.053,11.0,71.0,0.99402,2.89,0.49,9.5,5,Transmontano,Rose
6.7,0.13,0.29,5.3,0.051,31.0,122.0,0.9944,3.44,0.37,9.7,6,Transmontano,Rose
6.1,0.14,0.25,1.3,0.047,37.0,173.0,0.9925,3.35,0.46,10,6,Douro Valley,White
6.0,0.22,0.28,1.1,0.034,47.0,90.0,0.98862,3.22,0.38,12.6,6,Minho,Rose
5.9,0.17,0.29,3.1,0.03,32.0,123.0,0.98913,3.41,0.33,13.7,7,Terras De Cister,Rose
8.5,0.23,0.4,9.9,0.036,24.0,88.0,0.9951,3.02,0.42,10.5,6,Algarve,Red
7.6,0.36,0.48,13.5,0.038,44.0,116.0,0.9982,3.04,0.48,9.2,5,Transmontano,Rose
6.3,0.24,0.29,13.7,0.035,53.0,134.0,0.99567,3.17,0.38,10.6,6,Transmontano,Red
6.6,0.17,0.28,1.1,0.034,55.0,108.0,0.98939,3.0,0.52,11.9,7,Algarve,White
6.9,0.31,0.33,12.7,0.038,33.0,116.0,0.9954,3.04,0.65,10.4,6,Beira Atlantico,Red
7.0,0.17,0.37,5.7,0.025,29.0,111.0,0.9938,3.2,0.49,10.8,6,Alentejo,Red
6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6,Algarve,Rose
4.9,0.235,0.27,11.75,0.03,34.0,118.0,0.9954,3.07,0.5,9.4,6,Terras De Cister,White
6.7,0.16,0.36,2.0,0.045,24.0,131.0,0.99284,3.3,0.59,10.5,6,Alentejo,Red
6.7,0.24,0.41,9.4,0.04,49.0,166.0,0.9954,3.12,0.61,9.9,6,Tejo,Rose
7.6,0.16,0.44,1.4,0.043,25.0,109.0,0.9932,3.11,0.75,10.3,6,Minho,White
6.8,0.32,0.33,0.7,0.027,15.0,66.0,0.9899,3.11,0.31,11.8,6,Alentejo,Rose
7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7,Dao,White
6.1,0.25,0.24,12.1,0.046,51.0,172.0,0.998,3.35,0.45,9.5,5,Algarve,Red
6.0,0.28,0.25,1.8,0.042,8.0,108.0,0.9929,3.08,0.55,9,5,Madeira,Red
6.4,0.31,0.39,7.5,0.04,57.0,213.0,0.99475,3.32,0.43,10,5,Alentejo,White
7.7,0.22,0.42,1.9,0.052,10.0,87.0,0.9922,3.3,0.49,11.8,6,Douro Valley,Rose
6.7,0.35,0.32,9.0,0.032,29.0,113.0,0.99188,3.13,0.65,12.9,7,Madeira,Rose
6.2,0.27,0.32,8.8,0.047,65.0,224.0,0.9961,3.17,0.47,8.9,5,Alentejo,Rose
6.0,0.19,0.37,9.7,0.032,17.0,50.0,0.9932,3.08,0.66,12,6,Beira Interior,White
6.6,0.24,0.27,15.8,0.035,46.0,188.0,0.9982,3.24,0.51,9.2,5,Madeira,White
5.9,0.2,0.4,1.3,0.047,23.0,92.0,0.99232,3.2,0.45,10,6,Transmontano,White
5.2,0.44,0.04,1.4,0.036,43.0,119.0,0.9894,3.36,0.33,12.1,8,Minho,Rose
7.1,0.21,0.27,8.6,0.056,26.0,111.0,0.9956,2.95,0.52,9.5,5,Beira Atlantico,Red
5.5,0.29,0.3,1.1,0.022,20.0,110.0,0.98869,3.34,0.38,12.8,7,Algarve,White
